"comments","target"
"homework done! 

int main()
{
 
    int secretNum =7;
    int guess;
 
 
    do {
        cout << ""Enter guess: "";
        cin >> guess;

 
 
     }while(secretNum != guess);
 
 
     cout << ""You win!"";
 
 
 
     return 0;
}

 
:)",s
I've coded in other languages for a few years but came to this video to get my head around the syntax of C++ and super helpful.,p
Thank you for sharing your knowledge. Amazing video.,p
Love you mike 😘,p
Just started a College C++ course.. was feeling overwhelmed until I found this video. Thank you so much! You’ve been a lifesaver!,p
Is this language for making games,q
"Had to give this a thumbs up, appreciate the time invested into helping others. Didn't realize what I know about php and java script is basically same as C++. Took 3hrs but I learned something new here :)",s
"You are making programming fun to learn, thank you",p
"My mac doesn't let me open CodeBlocks, any suggestions?",q
"Hello,
I am new in coding. I sometimes use VBA in Excel. There I can have a large amount of data as input and also as output in excel. Can I use C++ to organize my large data as input or get the result as output in a separate file or any other way?
Thank you!",q
I have an instructor that forbids the use of endl... seems to complicate things,s
"Could you add timestamps in the description for each ""chapter""? thanks.",q
The course is amazing. I learn a lot from this course. Thank you.,p
LOL entering in the good ole Lost numerals. What a great show!,p
"Awesome!
Very good tutoial !
Very good lecturing skill
Thanks a lot !",p
11:00,o
"Dude, this Mike Dane is utterly feckin wonderful. Never have I come across such an easy to follow coding tutor. And such well spoken too! Massive plus. No annoying uhms and lip smacking. What a guy. What a vid. What a language.",s
"A great tutorial champ!! Very helpful, keep up the great work!",p
2:05:06 yandere dev,o
You are a legend! Thanks for the tutorials. Keep up the good work.,p
nice,p
"⭐️ Contents ⭐ 
⌨️ (0:00:00) Introduction
⌨️ (0:01:38) Windows Installation 
⌨️ (0:04:54) Mac Installation
⌨️ (0:08:44) Setup & Hello World 
⌨️ (0:12:29) Drawing a Shape
⌨️ (0:19:55) Variables 
⌨️ (0:31:43) Data Types 
⌨️ (0:39:15) Working With Strings 
⌨️ (0:49:00) Working With Numbers 
⌨️ (0:59:41) Getting User Input 
⌨️ (1:05:32) Building a Calculator 
⌨️ (1:09:28) Building a Mad Libs 
⌨️ (1:13:45) Arrays 
⌨️ (1:20:03) Functions
⌨️ (1:29:47) Return Statement 
⌨️ (1:35:22) If Statements 
⌨️ (1:47:15) If Statements (con't) 
⌨️ (1:55:58) Building a Better Calculator 
⌨️ (2:02:20) Switch Statements 
⌨️ (2:10:47) While Loops 
⌨️ (2:18:53) Building a Guessing Game 
⌨️ (2:29:18) For Loops 
⌨️ (2:38:32) Exponent Function 
⌨️ (2:45:21) 2d Arrays & Nested Loops 
⌨️ (2:54:55) Comments 
⌨️ (2:59:11) Pointers 
⌨️ (3:13:26) Classes & Objects 
⌨️ (3:25:40) Constructor Functions 
⌨️ (3:34:41) Object Functions 
⌨️ (3:41:43) Getters & Setters 
⌨️ (3:54:04) Inheritance 
FOR MOBILE USERS",o
"Currently at 49:00. I have learned more from this one video than I have ever learned from school, from books, etc. This is a great video and if you want to learn the basics of c++ I HIGHLY suggest watching this video fully through. Thank you for this video its great!",s
"This is a great tutorial/lesson/course and I'm so happy you put timecodes in the desc, but it would have been a little more helpful if this was broken up into a series of shorter videos. It would make it easier to navigate the course, especially considering that timecodes don't always work for mobile users.",s
11:40,o
It's been over a year since I took my intro to C++ class and your video has really helped me to review all of the concepts I learned previously and putting them into use now. My current teacher is really hard to follow along and your video will surely help me pass my class and I'm not the type who learns from books but rather through videos and examples. Thank you so so so so much.,p
"Such a wonderful course, the best! thank you!",p
Great video to stimulate interest in programming and also you made it very easy to understand.,p
51:00,o
"The course was very useful thank you i really enjoyed the course and it made c++ very easy for me to understand and the explanation is great  .kind request to you ,can you upload a course for ARDUINO programming ...",q
"This is just a perfect tutorial, im french, I don't speak very good english but I still understood 90% of the tutorial :)",s
"Nice video, I just have a question : If run the exe file it will automatically closse the window in half a second. Is there any way to prevent that?",q
"Thank you so much for this awesome tutorial, it really helped me (a complete noob) understand the core concepts of C++. You explained in a clear way with examples that were easy to follow.

Thanks again, BTW I like BBQ Ribs and Chicken Pama as well :P",p
nice,p
Your an awesome teacher... very grateful,p
"Mike you made a really great, well explained and detailed video about C++ even for begnniers. I love this video and how you step back and look at POV of a beginner and you definitely spend time and effort to make this vid and this vid deserves likes. Thank you very much for your kindness to help people like me  to code :).",p
"You are a really good teacher! i am pasionated about modifying videogames and creating cheating methods,but i am also pasionated about coding itself and this is honestly one of the best guides i've watched! big thumbs up ! <3",p
turkish subtitle doesn't work in video,s
"This tutorial is great for beginners, thanks! All the repetition throughout the course is great for watching and learning.


Learning is not a race. Most guides / tutorials will only say things once, and then expect you to be a complete master of it and maybe similar commands the next time they use them. When these crash courses get to part 2, they will be way way beyond beginner level. Although all the information needed is there and explained. Beginners won't be able to use the ""learned"" information properly that way, because they haven't formed an idea of what they saw and what it meant. They got the answer, no problem. However. Only a copy of the answer, nothing more.


If a tutorial doesn't go into great length about boring details you ""already know about"", then you know it isn't a good one. If you don't need that, then just skip the detailed parts or find a tutorial meant for those who already mastered what you're trying to learn. I bet you'll end up back where you started though, since you will need to read up again on the boring basics to understand what they are actually talking about. Though not in great length this time, no no, because those who mastered something went into serious and tedious length to research the details of the details of the basics, to be able to master what they do. It isn't the fancy stuff that will get you far. It is the details. Don't skip out on them.",s
Now over 8 million views ;)))),o
"I'm a 7th-grade student and I learned C first then transitioned to C++ after studying it for at least, less than three days. I knew about how pointers work and procedural programming in C so the process was very easy. C++ is harder to understand though in terms of advance OOP and other new features (Polymorphism, Encapsulation, etc.). Can't wait to learn some more. Thanks for showing this to us!",s
"you explained it really good , thanks U so much  :)   , if you also prepared  any video/class in more advance version . kindly let us know .",s
DID ANYBODY ELSE NOTICE THAT THE LUCKY NUMS WHERE THS LOTTERY TICKET NUMS ON THE TV SHOW LOST?!?!?!??!?!??!THERES NO WAY HE MADE THOSE NUMBERS UP!!!,q
Thank you for the introduction video. I hope this helps me for the class I will take this semester. Good day.,p
"HELPPPPPPPPP PLEEEEEASE
2:50:13 I'm using visual studio mingw32 
I wrote that code as displayed
(i might get away from screens and go exercise..  then read bc I have a headache from looking at screens all day) 
And my terminal displays
""The ampersand (&) character is not allowed error...bla bla"" write ""&"" around your ampersand 
I'm not using any ampersand tho
I even crlt+f tried to find one and none",q
